,lot_area,overall_qual,overall_cond,year_built,year_remodadd,mas_vnr_area,exter_qual,bsmt_qual,bsmt_cond,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_finish,garage_area,garage_qual,garage_cond,wood_deck_sf,open_porch_sf,yr_sold,positive_feature,age,fireplacexqu,extcond_qual,neighborhood_tier_2,neighborhood_tier_3,neighborhood_tier_4,neighborhood_tier_5,neighborhood_nan,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_NA,saleprice
0,-0.47915566313271035,-0.7652274821204106,0.3819556762557713,-1.0584249525163576,-1.6299551977667721,-0.5552177427350655,-0.6962004826483499,-0.535456040609622,0.12582522432298243,-0.9548686817099599,-0.15403232458805102,0.8824456472244435,-0.2311527647160867,-0.8560635538659366,-1.0399115296394854,-0.780614805455372,-0.914264519025512,2.258116608133943,0.6827595575160837,0.3136298916786327,-1.2479137504440114,1.653863265863192,0.26286426318587,-0.7514566818072682,-0.6471352471270724,0.1732759049600503,0.0,1.6442151002555152,1.772201137754606,-0.696961760047598,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,118000
1,19.442101547546386,0.6282395155523225,-0.5096612215084603,-0.0060591536676899305,0.851277178608381,1.5150208817105244,-0.6962004826483499,0.5670378982327093,0.12582522432298243,-0.3180501463245457,1.3740113017873037,-1.1869230766484506,1.733155254133723,0.6739393951038922,0.7897609898636642,0.7294914176925512,-0.914264519025512,2.258116608133943,0.6827595575160837,-0.7989232575555005,1.2336937868423052,0.2732469743600055,0.26286426318587,2.211725564086978,0.010202823690332926,-0.5871577808077377,0.0,-0.8899057418800582,1.772201137754606,-0.696961760047598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,302000
2,-1.5405970242267333,-0.06849398328404405,0.3819556762557713,0.026827277546330935,-0.5802030385311304,1.9514814464084551,-0.6962004826483499,-0.535456040609622,0.12582522432298243,-1.0916501276906296,-1.3445939230522845,-1.1869230766484506,-1.7931326351267787,-1.0404012585610967,-1.0399115296394854,-0.780614805455372,-0.914264519025512,-0.9268853295095248,-0.9731120430281867,-0.7989232575555005,-0.8621957249856513,0.2732469743600055,0.26286426318587,-0.7514566818072682,-0.7068932535650183,0.9337095907278383,0.0,0.6401294835602881,-0.8926064467692069,-0.696961760047598,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97000
3,-0.06881796622197216,-1.461960980956777,2.1651894717842346,-2.3409957698631714,-1.6299551977667721,-0.5552177427350655,-0.6962004826483499,-0.535456040609622,0.12582522432298243,1.1416993837314564,0.0428321916934364,0.8824456472244435,-0.023414701142947525,0.6206862804141793,0.7897609898636642,-0.780614805455372,0.36821064190890485,-0.9268853295095248,-0.9731120430281867,-0.7989232575555005,-0.611246648181417,0.2732469743600055,0.26286426318587,-0.7514566818072682,-0.7068932535650183,-0.5871577808077377,0.0,1.5964014994605042,-0.8926064467692069,-0.696961760047598,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,137000
4,-0.7417422019399426,-0.06849398328404405,1.273572574020003,-1.485948558298629,0.9467091930843485,-0.5552177427350655,1.0147818235082353,-0.535456040609622,0.12582522432298243,0.7134164954968997,-0.4048002203275648,-0.1522387147120036,-0.6860728279838472,-1.210401586224411,-1.0399115296394854,-0.780614805455372,-1.5555020994927204,-0.9268853295095248,-0.9731120430281867,-0.7989232575555005,-1.36409387859412,0.2732469743600055,0.26286426318587,-0.7514566818072682,-0.7068932535650183,0.9337095907278383,0.0,-0.8899057418800582,-0.8926064467692069,0.6621579142221143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,119000
5,0.3409649703955113,0.6282395155523225,-0.5096612215084603,0.9476473515389151,0.7558451641324136,-0.4195610807343574,-0.6962004826483499,1.6695318370750407,0.12582522432298243,-0.48846637410374105,0.2607893347193689,0.8824456472244435,0.008140447754238172,2.6463528353421055,4.449106028869964,-0.780614805455372,1.0094482223761132,2.258116608133943,0.6827595575160837,1.4261830409127658,1.6101174020486568,0.2732469743600055,0.26286426318587,1.6814718990322182,-0.7068932535650183,0.9337095907278383,0.0,-0.698651338700015,1.772201137754606,-0.696961760047598,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,269500
6,0.6636505409720044,0.6282395155523225,0.3819556762557713,-0.20337774095181513,0.2786850917525765,0.48285062735731005,-0.6962004826483499,-0.535456040609622,0.12582522432298243,-0.5647052128470652,-0.6766607428115236,-1.1869230766484506,0.05547317110001672,1.0057472635551805,0.7897609898636642,-0.780614805455372,0.36821064190890485,3.850617576955677,0.1308023573346603,-0.7989232575555005,0.05795088996320766,0.2732469743600055,0.26286426318587,-0.7514566818072682,-0.07943418596658597,0.9337095907278383,0.0,-0.22051533074990673,1.772201137754606,-0.696961760047598,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,205000
7,0.08078239285904955,-0.06849398328404405,0.3819556762557713,0.026827277546330935,-0.5802030385311304,1.4088547984056223,-0.6962004826483499,-0.535456040609622,0.12582522432298243,0.27616433211606956,-0.8618071331238749,-1.1869230766484506,0.5603555534549879,1.2781574271602503,0.7897609898636642,-0.780614805455372,0.36821064190890485,0.6656156393122091,0.6827595575160837,0.3136298916786327,0.5087297871856286,0.2732469743600055,0.26286426318587,-0.7514566818072682,0.846814913821576,0.9337095907278383,0.0,0.6401294835602881,0.4397973454926996,-0.696961760047598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,158000
8,0.24832000142197375,0.6282395155523225,-0.5096612215084603,0.9476473515389151,0.7558451641324136,-0.5552177427350655,1.0147818235082353,-0.535456040609622,0.12582522432298243,-0.6835481085351883,1.4443200576021207,0.8824456472244435,1.3360862971774696,0.3646616905597903,0.7897609898636642,0.7294914176925512,0.36821064190890485,0.6656156393122091,0.6827595575160837,0.3136298916786327,0.5087297871856286,0.2732469743600055,0.26286426318587,1.6346848109391512,0.9812704283069544,-0.5871577808077377,0.0,-0.7942785402900366,0.4397973454926996,0.6621579142221143,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,270000
9,0.36777838456948925,-0.7652274821204106,1.273572574020003,-0.7624470715901698,0.9944252003223322,-0.5552177427350655,-0.6962004826483499,-0.535456040609622,0.12582522432298243,-0.8831144805397723,-0.31105521257447555,0.8824456472244435,-0.11282095635164034,-0.7638947015183566,-1.0399115296394854,0.7294914176925512,-0.27302693855830357,-0.9268853295095248,-0.9731120430281867,-0.7989232575555005,0.25313350525538986,0.2732469743600055,0.26286426318587,-0.7514566818072682,-0.16907119562350487,0.1732759049600503,0.0,-0.9855329434700799,-0.8926064467692069,-0.696961760047598,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,147000
